periodyear,res16p,emp,wages,wagelt5k,wage5to10k,wage10to20k,wage20to50k,wage50kplus,privatesector,stategovt,localgovt,female,male,age45p,age50p,empQ1,empQ2,empQ3,empQ4,fourq,newhires,uiclaimants,prevagri,prevmine,prevutil,prevconstr,prevmanu,prevtrade,prevtrans,previnfo,prevfin,prevrealest,prevprof,prevmanag,prevadminwaste,prevedu,prevhealth,prevarts,prevaccom,prevstate,agiaexp,community__name,community__gnis_feature_id,community__census_code,community__census_area__name,community__census_area__gnis_feature_id,community__census_area__census_code,community__census_area__county_code,community__census_area__historical,community__census_area__notes,community__alaska_native_regional_corporation__name,community__latitude,community__longitude,community__aea_energy_region__name,community__dcra_community_id
2001,623,353,8507457.00,84,37,64,117,51,289,35,29,166,187,142,77,255,290,296,275,197,152,88,7,55,4,119,38,145,29,16,9,6,12,0,45,8,64,33,103,47,,Sutton-Alpine,2419240,74525,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.7962564,-148.8505100,Railbelt,4555500c-51b9-4809-b50e-30a96a563e1a
2002,623,345,8823919.00,64,42,64,125,50,258,41,46,163,182,154,86,268,296,314,279,216,139,106,6,48,6,118,39,128,38,13,7,8,17,0,48,12,68,28,97,57,,Sutton-Alpine,2419240,74525,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.7962564,-148.8505100,Railbelt,4555500c-51b9-4809-b50e-30a96a563e1a
2003,660,364,9029987.00,78,48,60,129,49,282,42,40,175,189,160,98,260,293,311,276,207,167,105,12,52,6,124,38,127,30,13,8,10,20,0,59,15,88,27,104,58,,Sutton-Alpine,2419240,74525,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.7962564,-148.8505100,Railbelt,4555500c-51b9-4809-b50e-30a96a563e1a
2004,686,368,9519208.00,66,43,70,135,54,278,42,48,181,187,158,104,273,304,323,302,226,152,115,11,53,6,129,36,136,38,16,9,16,28,0,67,14,87,31,93,56,307,Sutton-Alpine,2419240,74525,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.7962564,-148.8505100,Railbelt,4555500c-51b9-4809-b50e-30a96a563e1a
2005,723,397,10396322.00,75,45,71,144,62,312,36,49,189,208,178,117,288,332,332,328,229,162,101,10,57,6,140,36,131,33,14,7,18,29,0,70,16,89,37,98,58,324,Sutton-Alpine,2419240,74525,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.7962564,-148.8505100,Railbelt,4555500c-51b9-4809-b50e-30a96a563e1a
2006,770,419,12258514.00,90,40,57,146,86,316,43,60,206,213,185,136,322,366,370,352,274,167,108,17,56,5,139,31,139,29,13,8,22,33,0,81,12,89,31,112,62,328,Sutton-Alpine,2419240,74525,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.7962564,-148.8505100,Railbelt,4555500c-51b9-4809-b50e-30a96a563e1a
2007,814,453,13790706.00,94,56,50,157,96,356,43,54,208,245,194,142,340,391,380,365,272,193,112,20,52,6,147,36,162,35,17,11,22,35,0,85,9,93,39,124,59,343,Sutton-Alpine,2419240,74525,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.7962564,-148.8505100,Railbelt,4555500c-51b9-4809-b50e-30a96a563e1a
2008,793,442,14102829.00,81,48,61,151,101,343,38,61,195,247,192,144,336,362,391,360,269,198,109,21,58,5,134,25,161,34,14,9,13,26,0,91,5,97,31,126,57,333,Sutton-Alpine,2419240,74525,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.7962564,-148.8505100,Railbelt,4555500c-51b9-4809-b50e-30a96a563e1a
2009,794,421,13345143.00,85,41,57,141,97,325,33,63,201,220,197,144,343,359,364,336,272,139,133,20,56,3,118,18,157,30,16,10,15,26,0,81,7,100,31,128,55,318,Sutton-Alpine,2419240,74525,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.7962564,-148.8505100,Railbelt,4555500c-51b9-4809-b50e-30a96a563e1a
2010,809,440,14083739.00,76,47,67,152,98,322,40,78,205,235,195,144,339,382,388,346,277,180,127,22,49,3,109,16,134,36,18,9,16,34,0,78,7,101,38,123,63,310,Sutton-Alpine,2419240,74525,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.7962564,-148.8505100,Railbelt,4555500c-51b9-4809-b50e-30a96a563e1a
2011,800,423,14369166.00,73,32,65,152,101,320,39,64,197,226,186,137,322,359,380,347,275,142,118,20,47,3,110,19,131,32,19,8,10,26,0,81,9,114,32,120,64,306,Sutton-Alpine,2419240,74525,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.7962564,-148.8505100,Railbelt,4555500c-51b9-4809-b50e-30a96a563e1a
2012,777,417,14604491.00,70,28,66,147,106,312,38,67,185,232,181,140,317,350,371,345,269,0,113,20,48,3,95,17,131,25,20,8,10,24,1,73,11,107,37,111,62,,Sutton-Alpine,2419240,74525,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.7962564,-148.8505100,Railbelt,4555500c-51b9-4809-b50e-30a96a563e1a
2013,780,424,15028057.00,68,50,52,141,113,313,41,70,199,225,197,156,334,363,365,342,273,151,105,16,55,4,100,15,124,26,16,11,9,35,3,79,11,105,30,103,63,,Sutton-Alpine,2419240,74525,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.7962564,-148.8505100,Railbelt,4555500c-51b9-4809-b50e-30a96a563e1a
2014,784,415,16118573.00,59,40,55,131,130,315,36,64,195,220,193,150,335,353,370,350,288,158,83,13,58,4,103,20,116,27,17,12,6,45,5,78,11,110,28,111,56,,Sutton-Alpine,2419240,74525,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.7962564,-148.8505100,Railbelt,4555500c-51b9-4809-b50e-30a96a563e1a
2015,786,417,17180679.00,78,35,47,110,147,318,37,62,196,221,196,156,351,364,350,330,278,134,73,13,58,3,109,19,109,32,17,11,6,43,3,87,11,108,34,102,56,,Sutton-Alpine,2419240,74525,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.7962564,-148.8505100,Railbelt,4555500c-51b9-4809-b50e-30a96a563e1a
2016,774,425,12824567.65,80,54,71,137,83,352,16,57,213,212,194,159,321,389,368,311,252,157,92,6,43,2,57,33,97,151,13,5,4,38,1,38,25,59,62,185,36,,Talkeetna,1410591,74830,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3238889,-150.1094444,Railbelt,951c6828-cc06-4d75-be2c-b37b18f2a092
2000,662,401,7219727.83,138,61,73,89,40,341,17,43,181,220,125,57,262,332,317,262,177,203,107,31,35,1,81,22,122,176,24,6,5,37,0,33,10,44,60,174,38,,Talkeetna,1410591,74830,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3238889,-150.1094444,Railbelt,951c6828-cc06-4d75-be2c-b37b18f2a092
2001,696,429,8507157.00,118,69,98,97,47,364,13,52,191,238,145,69,306,373,361,290,204,199,127,35,39,1,97,22,132,205,24,7,11,32,0,39,15,51,83,191,29,,Talkeetna,1410591,74830,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3238889,-150.1094444,Railbelt,951c6828-cc06-4d75-be2c-b37b18f2a092
2002,751,451,9071421.00,126,70,94,115,46,374,20,57,219,232,157,84,301,382,393,325,234,207,170,27,38,2,103,20,130,218,27,6,6,37,0,42,18,60,77,199,41,,Talkeetna,1410591,74830,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3238889,-150.1094444,Railbelt,951c6828-cc06-4d75-be2c-b37b18f2a092
2003,746,447,9042074.00,126,62,97,118,44,384,15,48,215,232,175,102,283,385,386,331,218,205,142,23,36,2,110,19,130,212,31,8,4,39,1,39,23,67,74,195,30,,Talkeetna,1410591,74830,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3238889,-150.1094444,Railbelt,951c6828-cc06-4d75-be2c-b37b18f2a092
2004,742,451,9086992.00,108,80,95,124,44,379,24,48,208,243,182,114,294,392,378,319,223,203,140,16,29,1,104,17,144,213,34,3,5,34,1,42,21,57,75,199,41,370,Talkeetna,1410591,74830,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3238889,-150.1094444,Railbelt,951c6828-cc06-4d75-be2c-b37b18f2a092
2005,772,459,10347683.00,114,70,104,108,63,388,18,53,220,239,193,128,303,404,405,341,242,186,127,19,29,4,100,14,168,208,31,4,4,25,1,39,16,65,84,211,42,384,Talkeetna,1410591,74830,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3238889,-150.1094444,Railbelt,951c6828-cc06-4d75-be2c-b37b18f2a092
2006,749,436,10563848.00,82,72,97,126,59,362,22,52,206,230,200,136,284,402,392,340,230,170,147,14,32,2,95,12,154,200,24,4,3,28,1,41,20,70,70,188,40,362,Talkeetna,1410591,74830,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3238889,-150.1094444,Railbelt,951c6828-cc06-4d75-be2c-b37b18f2a092
2007,760,451,11413062.00,79,73,98,133,68,381,26,44,219,232,193,137,282,407,398,345,225,181,151,13,33,1,92,12,154,212,24,3,10,29,1,47,18,73,63,198,43,364,Talkeetna,1410591,74830,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3238889,-150.1094444,Railbelt,951c6828-cc06-4d75-be2c-b37b18f2a092
2008,764,470,12788495.00,93,69,88,134,86,405,21,44,236,234,217,152,314,427,423,360,260,193,145,11,48,1,83,9,179,221,24,4,5,35,1,45,17,78,68,187,40,353,Talkeetna,1410591,74830,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3238889,-150.1094444,Railbelt,951c6828-cc06-4d75-be2c-b37b18f2a092
2009,800,476,13445271.00,102,80,86,110,98,404,23,49,230,246,229,165,325,432,420,358,268,178,154,12,42,0,88,10,161,210,23,5,7,36,0,46,19,86,66,207,40,362,Talkeetna,1410591,74830,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3238889,-150.1094444,Railbelt,951c6828-cc06-4d75-be2c-b37b18f2a092
2010,771,443,13228524.00,84,69,80,114,96,371,22,50,212,231,215,155,330,403,400,361,269,132,155,13,39,2,78,10,151,201,25,4,11,40,0,55,19,85,47,205,37,354,Talkeetna,1410591,74830,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3238889,-150.1094444,Railbelt,951c6828-cc06-4d75-be2c-b37b18f2a092
2011,784,462,14340614.00,90,78,71,115,108,385,25,52,225,237,224,165,327,420,412,358,270,160,152,13,42,3,78,9,154,196,26,4,6,43,0,46,23,72,50,193,38,353,Talkeetna,1410591,74830,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3238889,-150.1094444,Railbelt,951c6828-cc06-4d75-be2c-b37b18f2a092
2012,788,460,15492262.00,67,58,100,122,113,395,22,43,218,242,220,164,345,416,420,381,295,0,128,10,46,1,71,42,149,188,18,3,1,41,0,40,22,75,62,189,36,,Talkeetna,1410591,74830,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3238889,-150.1094444,Railbelt,951c6828-cc06-4d75-be2c-b37b18f2a092
2013,738,413,14113656.00,53,65,73,118,104,345,18,50,200,213,213,167,320,370,367,349,267,117,104,7,39,2,58,39,102,161,20,3,6,32,0,36,20,71,62,165,33,,Talkeetna,1410591,74830,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3238889,-150.1094444,Railbelt,951c6828-cc06-4d75-be2c-b37b18f2a092
2014,739,407,13955209.00,49,54,84,112,108,343,12,52,204,203,205,166,319,375,370,329,257,126,96,5,44,2,54,38,94,154,17,2,4,36,1,33,24,64,57,166,29,,Talkeetna,1410591,74830,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3238889,-150.1094444,Railbelt,951c6828-cc06-4d75-be2c-b37b18f2a092
2015,760,408,14156504.00,55,43,84,129,97,340,17,51,205,203,188,155,327,378,361,329,271,133,85,5,43,2,58,38,105,164,17,5,5,37,1,38,26,66,63,181,32,,Talkeetna,1410591,74830,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3238889,-150.1094444,Railbelt,951c6828-cc06-4d75-be2c-b37b18f2a092
2016,6516,3944,173956284.65,491,318,493,1261,1381,3270,216,458,1882,2062,1458,1097,3417,3545,3511,3351,2898,1249,541,37,486,37,860,133,1328,297,187,191,139,352,29,585,119,994,231,850,342,,Tanaina,1865567,75077,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6269444,-149.4280556,Railbelt,c5adfe1d-0244-452d-b4cf-e9b1ca7bd573
2000,3519,2298,66464902.81,422,232,373,861,410,1888,152,258,1054,1244,651,349,1896,2022,2031,1907,1570,921,390,17,255,41,507,134,894,246,154,131,90,188,0,372,77,370,123,548,252,,Tanaina,1865567,75077,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6269444,-149.4280556,Railbelt,c5adfe1d-0244-452d-b4cf-e9b1ca7bd573
2001,3688,2428,72781764.00,466,210,379,903,470,2007,153,268,1116,1312,688,372,1980,2094,2121,2067,1668,1017,397,23,265,39,579,131,957,266,158,137,107,196,0,409,75,427,157,585,247,,Tanaina,1865567,75077,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6269444,-149.4280556,Railbelt,c5adfe1d-0244-452d-b4cf-e9b1ca7bd573
2002,3924,2536,78367427.00,433,245,383,950,525,2062,172,302,1183,1353,757,421,2131,2249,2235,2115,1783,963,449,34,269,41,619,134,990,256,167,133,105,245,0,407,76,471,159,595,260,,Tanaina,1865567,75077,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6269444,-149.4280556,Railbelt,c5adfe1d-0244-452d-b4cf-e9b1ca7bd573
2003,4077,2600,81934293.00,419,261,364,1011,545,2147,164,289,1214,1386,836,473,2152,2301,2311,2181,1788,977,485,40,274,41,678,152,1012,274,160,153,133,253,1,435,70,539,165,630,257,,Tanaina,1865567,75077,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6269444,-149.4280556,Railbelt,c5adfe1d-0244-452d-b4cf-e9b1ca7bd573
2004,4411,2823,90580202.00,459,263,421,1064,616,2343,174,306,1303,1520,916,523,2343,2472,2461,2391,1955,1104,533,48,284,44,768,172,1101,288,156,173,141,252,2,454,75,638,186,677,289,1933,Tanaina,1865567,75077,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6269444,-149.4280556,Railbelt,c5adfe1d-0244-452d-b4cf-e9b1ca7bd573
2005,4635,2960,99027021.00,445,271,431,1130,683,2471,188,301,1388,1572,973,575,2459,2601,2631,2507,2070,1094,433,46,290,44,811,155,1109,292,167,169,159,265,4,429,74,702,186,664,293,2036,Tanaina,1865567,75077,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6269444,-149.4280556,Railbelt,c5adfe1d-0244-452d-b4cf-e9b1ca7bd573
2006,4904,3121,109400649.00,455,294,403,1193,776,2593,180,348,1458,1663,1064,641,2601,2776,2768,2644,2224,1212,475,56,310,41,857,167,1170,309,172,165,164,275,6,476,76,756,183,706,296,2164,Tanaina,1865567,75077,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6269444,-149.4280556,Railbelt,c5adfe1d-0244-452d-b4cf-e9b1ca7bd573
2007,5058,3211,117991668.00,506,243,426,1161,875,2684,202,325,1505,1706,1161,710,2675,2829,2870,2740,2293,1219,414,49,325,45,842,156,1237,318,186,164,170,289,7,515,94,761,170,705,311,2194,Tanaina,1865567,75077,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6269444,-149.4280556,Railbelt,c5adfe1d-0244-452d-b4cf-e9b1ca7bd573
2008,5219,3283,126135013.00,479,279,432,1133,961,2754,198,331,1537,1746,1180,742,2764,2925,2929,2820,2363,1177,465,34,343,41,833,143,1256,313,196,178,188,299,8,496,72,768,178,718,303,2232,Tanaina,1865567,75077,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6269444,-149.4280556,Railbelt,c5adfe1d-0244-452d-b4cf-e9b1ca7bd573
2009,5449,3391,132999424.00,486,326,435,1098,1047,2820,196,375,1603,1788,1223,812,2890,3018,3008,2888,2430,1140,668,43,379,40,845,152,1322,313,189,182,186,337,6,531,88,801,202,740,322,2319,Tanaina,1865567,75077,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6269444,-149.4280556,Railbelt,c5adfe1d-0244-452d-b4cf-e9b1ca7bd573
2010,5894,3640,146766096.00,539,299,463,1155,1184,2989,216,435,1741,1899,1353,926,3035,3232,3244,3131,2612,1176,714,48,402,37,857,155,1372,314,194,189,189,367,8,577,109,891,203,802,356,2413,Tanaina,1865567,75077,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6269444,-149.4280556,Railbelt,c5adfe1d-0244-452d-b4cf-e9b1ca7bd573
2011,6028,3670,150736403.00,519,305,456,1182,1209,3030,209,431,1768,1902,1387,947,3096,3262,3264,3135,2647,1198,701,38,428,35,824,145,1320,313,188,192,179,350,9,581,99,898,213,815,330,2404,Tanaina,1865567,75077,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6269444,-149.4280556,Railbelt,c5adfe1d-0244-452d-b4cf-e9b1ca7bd573
2012,6106,3730,156472074.00,532,331,461,1138,1268,3064,230,436,1797,1933,1423,1016,3117,3304,3323,3179,2646,0,665,44,442,33,799,148,1239,289,190,187,146,359,9,561,113,935,221,788,356,,Tanaina,1865567,75077,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6269444,-149.4280556,Railbelt,c5adfe1d-0244-452d-b4cf-e9b1ca7bd573
2013,6218,3797,163074555.00,523,306,492,1195,1281,3120,237,440,1825,1972,1444,1046,3207,3387,3346,3234,2713,1266,647,38,454,36,822,141,1239,280,177,185,131,376,19,556,117,988,256,797,359,,Tanaina,1865567,75077,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6269444,-149.4280556,Railbelt,c5adfe1d-0244-452d-b4cf-e9b1ca7bd573
2014,6308,3927,176504685.00,535,310,459,1207,1417,3235,250,442,1870,2057,1461,1049,3334,3490,3506,3383,2874,1356,485,37,471,38,833,156,1287,273,174,181,136,369,25,542,102,1007,258,819,383,,Tanaina,1865567,75077,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6269444,-149.4280556,Railbelt,c5adfe1d-0244-452d-b4cf-e9b1ca7bd573
2015,6446,4005,185908458.00,502,293,517,1212,1481,3318,237,450,1858,2147,1487,1106,3446,3595,3566,3412,2933,1318,465,45,461,37,850,155,1279,290,192,193,128,372,24,563,106,1009,259,787,367,,Tanaina,1865567,75077,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6269444,-149.4280556,Railbelt,c5adfe1d-0244-452d-b4cf-e9b1ca7bd573
2016,226,131,5325385.71,19,14,17,36,45,90,16,25,64,67,63,49,106,118,116,107,87,48,28,2,7,2,20,2,40,11,5,5,5,5,19,15,2,24,2,33,27,,Tazlina,1410694,75480,Valdez-Cordova Census Area,1419984,99261,261,0,,"Ahtna, Incorporated",62.0588695,-145.4284212,Copper River/Chugach,b3f326df-0113-4610-b54a-81a371a4a8e3
2000,232,141,3904674.93,34,12,21,52,22,112,15,14,57,84,56,35,115,126,116,107,92,59,25,1,6,9,38,5,56,13,3,24,16,7,0,24,0,12,2,50,33,,Tazlina,1410694,75480,Valdez-Cordova Census Area,1419984,99261,261,0,,"Ahtna, Incorporated",62.0588695,-145.4284212,Copper River/Chugach,b3f326df-0113-4610-b54a-81a371a4a8e3
2001,224,144,4370968.00,31,11,17,53,32,115,15,14,65,79,60,39,108,125,132,116,93,54,30,1,7,8,35,2,53,12,3,27,20,6,0,25,0,11,2,48,36,,Tazlina,1410694,75480,Valdez-Cordova Census Area,1419984,99261,261,0,,"Ahtna, Incorporated",62.0588695,-145.4284212,Copper River/Chugach,b3f326df-0113-4610-b54a-81a371a4a8e3
2002,252,162,4281463.00,42,19,23,49,29,128,20,14,75,87,62,38,129,147,131,117,95,69,37,1,9,8,43,3,52,13,3,34,23,3,0,27,1,19,2,54,35,,Tazlina,1410694,75480,Valdez-Cordova Census Area,1419984,99261,261,0,,"Ahtna, Incorporated",62.0588695,-145.4284212,Copper River/Chugach,b3f326df-0113-4610-b54a-81a371a4a8e3
2003,256,154,4383067.00,39,16,23,45,31,119,19,16,78,76,54,37,116,139,132,118,87,56,42,2,11,9,34,2,50,16,2,33,21,4,0,30,0,24,5,56,33,,Tazlina,1410694,75480,Valdez-Cordova Census Area,1419984,99261,261,0,,"Ahtna, Incorporated",62.0588695,-145.4284212,Copper River/Chugach,b3f326df-0113-4610-b54a-81a371a4a8e3
2004,263,165,5016178.00,34,15,31,51,34,128,18,19,77,88,63,41,119,152,150,125,101,69,51,6,12,10,43,0,43,17,4,40,21,7,0,20,2,27,4,52,37,141,Tazlina,1410694,75480,Valdez-Cordova Census Area,1419984,99261,261,0,,"Ahtna, Incorporated",62.0588695,-145.4284212,Copper River/Chugach,b3f326df-0113-4610-b54a-81a371a4a8e3
2005,265,167,4830218.00,36,18,34,44,35,131,21,15,82,85,64,39,119,147,143,136,101,69,42,4,16,7,37,2,51,14,4,38,16,6,0,19,0,32,4,58,36,146,Tazlina,1410694,75480,Valdez-Cordova Census Area,1419984,99261,261,0,,"Ahtna, Incorporated",62.0588695,-145.4284212,Copper River/Chugach,b3f326df-0113-4610-b54a-81a371a4a8e3
2006,264,166,5754469.00,29,18,24,51,44,121,24,21,79,87,66,39,130,150,144,135,102,52,42,4,16,7,36,1,47,14,5,42,12,8,0,16,0,28,3,47,36,145,Tazlina,1410694,75480,Valdez-Cordova Census Area,1419984,99261,261,0,,"Ahtna, Incorporated",62.0588695,-145.4284212,Copper River/Chugach,b3f326df-0113-4610-b54a-81a371a4a8e3
2007,270,170,5824646.00,31,15,28,52,44,129,20,21,85,85,62,40,138,148,149,140,111,70,39,5,15,5,40,1,57,14,5,38,9,6,0,20,1,35,3,37,35,143,Tazlina,1410694,75480,Valdez-Cordova Census Area,1419984,99261,261,0,,"Ahtna, Incorporated",62.0588695,-145.4284212,Copper River/Chugach,b3f326df-0113-4610-b54a-81a371a4a8e3
2008,271,171,5739774.00,39,15,25,49,43,128,23,20,86,85,62,42,137,149,148,135,107,69,40,5,15,5,37,1,48,19,3,37,9,8,0,24,2,33,3,45,30,144,Tazlina,1410694,75480,Valdez-Cordova Census Area,1419984,99261,261,0,,"Ahtna, Incorporated",62.0588695,-145.4284212,Copper River/Chugach,b3f326df-0113-4610-b54a-81a371a4a8e3
2009,267,169,5845968.00,40,17,21,47,44,121,27,21,88,81,61,47,127,152,152,127,101,75,43,1,14,6,32,2,44,15,3,37,7,6,0,26,3,35,0,38,36,136,Tazlina,1410694,75480,Valdez-Cordova Census Area,1419984,99261,261,0,,"Ahtna, Incorporated",62.0588695,-145.4284212,Copper River/Chugach,b3f326df-0113-4610-b54a-81a371a4a8e3
2010,285,174,6122055.00,40,15,14,54,51,127,28,19,92,82,69,50,134,159,148,140,110,56,48,1,15,7,29,2,48,15,5,35,8,9,0,28,3,38,3,39,34,132,Tazlina,1410694,75480,Valdez-Cordova Census Area,1419984,99261,261,0,,"Ahtna, Incorporated",62.0588695,-145.4284212,Copper River/Chugach,b3f326df-0113-4610-b54a-81a371a4a8e3
2011,281,188,6785704.00,48,14,23,48,55,139,29,20,89,99,68,49,137,162,159,153,114,77,41,1,15,4,35,5,53,19,3,37,10,8,0,32,3,37,3,42,37,139,Tazlina,1410694,75480,Valdez-Cordova Census Area,1419984,99261,261,0,,"Ahtna, Incorporated",62.0588695,-145.4284212,Copper River/Chugach,b3f326df-0113-4610-b54a-81a371a4a8e3
2012,262,174,6247820.00,39,19,16,51,49,117,28,29,82,92,67,50,130,151,149,147,110,0,39,1,15,5,32,2,47,13,4,34,7,8,10,28,2,34,2,46,38,,Tazlina,1410694,75480,Valdez-Cordova Census Area,1419984,99261,261,0,,"Ahtna, Incorporated",62.0588695,-145.4284212,Copper River/Chugach,b3f326df-0113-4610-b54a-81a371a4a8e3
2013,256,159,6147981.00,30,12,21,49,47,117,23,19,76,83,62,46,124,135,141,131,105,57,39,1,10,7,30,4,47,10,4,30,9,8,12,22,1,33,2,44,36,,Tazlina,1410694,75480,Valdez-Cordova Census Area,1419984,99261,261,0,,"Ahtna, Incorporated",62.0588695,-145.4284212,Copper River/Chugach,b3f326df-0113-4610-b54a-81a371a4a8e3
2014,236,146,5789325.00,24,14,20,40,48,103,23,20,66,80,63,46,112,125,133,120,95,56,27,1,7,7,22,4,37,7,4,22,5,12,12,23,0,28,5,33,38,,Tazlina,1410694,75480,Valdez-Cordova Census Area,1419984,99261,261,0,,"Ahtna, Incorporated",62.0588695,-145.4284212,Copper River/Chugach,b3f326df-0113-4610-b54a-81a371a4a8e3
2015,224,136,5676313.00,20,10,16,46,44,96,15,25,62,74,67,50,106,119,121,117,95,51,23,1,8,4,19,3,37,8,4,14,6,10,11,17,1,26,2,30,32,,Tazlina,1410694,75480,Valdez-Cordova Census Area,1419984,99261,261,0,,"Ahtna, Incorporated",62.0588695,-145.4284212,Copper River/Chugach,b3f326df-0113-4610-b54a-81a371a4a8e3
2016,18,9,624471.44,1,0,0,2,6,8,1,0,2,7,5,4,6,7,8,8,6,5,1,0,3,0,5,0,0,1,1,1,0,0,0,1,0,1,0,3,2,,Tolsona,1865569,78297,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.0838889,-146.0702778,Copper River/Chugach,c825b514-f3ce-4aa5-b5f4-998c17902236
2000,23,13,285907.70,4,2,2,4,1,12,0,1,4,9,4,2,9,10,12,12,8,8,6,0,1,2,4,1,6,3,0,0,3,1,0,1,0,1,0,8,1,,Tolsona,1865569,78297,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.0838889,-146.0702778,Copper River/Chugach,c825b514-f3ce-4aa5-b5f4-998c17902236
2001,26,11,323861.00,3,1,2,4,1,10,0,1,2,9,3,1,8,11,11,8,6,7,1,0,2,2,8,1,6,2,0,0,2,0,0,1,0,1,1,9,1,,Tolsona,1865569,78297,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.0838889,-146.0702778,Copper River/Chugach,c825b514-f3ce-4aa5-b5f4-998c17902236
2002,25,15,469283.00,2,4,3,3,3,14,0,1,6,9,6,4,11,13,13,14,11,8,3,0,2,3,4,0,6,2,0,0,3,1,0,1,0,4,1,8,2,,Tolsona,1865569,78297,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.0838889,-146.0702778,Copper River/Chugach,c825b514-f3ce-4aa5-b5f4-998c17902236
2003,27,13,392428.00,1,3,4,3,2,12,0,1,5,8,6,4,9,12,13,10,7,6,3,0,2,2,5,1,5,2,0,0,2,0,0,1,0,4,0,6,2,,Tolsona,1865569,78297,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.0838889,-146.0702778,Copper River/Chugach,c825b514-f3ce-4aa5-b5f4-998c17902236
2004,22,11,317489.00,3,1,1,5,1,9,0,2,4,7,5,3,9,10,8,8,6,3,2,0,1,3,2,1,2,1,0,0,1,0,0,2,0,3,0,6,2,8,Tolsona,1865569,78297,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.0838889,-146.0702778,Copper River/Chugach,c825b514-f3ce-4aa5-b5f4-998c17902236
2005,21,9,222548.00,1,1,2,4,1,8,0,1,4,5,5,3,6,7,8,7,5,5,4,0,1,2,1,0,1,1,0,1,1,0,0,1,0,4,0,5,0,8,Tolsona,1865569,78297,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.0838889,-146.0702778,Copper River/Chugach,c825b514-f3ce-4aa5-b5f4-998c17902236
2006,26,9,206961.00,3,0,2,3,1,6,1,2,4,5,5,2,7,7,8,8,6,3,2,0,0,2,1,0,2,0,0,0,1,0,0,1,0,5,0,6,2,8,Tolsona,1865569,78297,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.0838889,-146.0702778,Copper River/Chugach,c825b514-f3ce-4aa5-b5f4-998c17902236
